mut_types,mut_layer_name,mut_result
LD,drop,True
LS,no,no suitable layer
RA,layer3.1,True
LC,layer2.1,True
RA,no,RA set layers failure
NAI,fc,True
NAI,layer1.0,True
WS,layer2.0,True
NS,layer3.0,True
LD,layer2.1,True
WS,layer2.0,True
GF,layer2,True
LC,layer3.1,True
LC,no,LC set layers failure
LD,layer3.1,True
WS,layer1.0,True
NS,fc,True
NS,fc,True
LA,no,LA Create illegal layer
NS,layer3.0,True
GF,layer1,True
LD,no,LD No suitable ops for
RA,no,False
GF,no,set layers failure
NEB,no,no suitable layer
NS,fc,True
LS,no,no suitable layer
GF,no,set layers failure
NEB,no,no suitable layer
AFRM,no,AFRM No suitable ops for
RA,no,RA set layers failure
GF,no,set layers failure
AFRM,no,AFRM No suitable ops for
AFRM,no,set layers failure
RA,no,RA set layers failure
AFRM,no,set layers failure
NS,layer1.0,True
NEB,no,no suitable layer
LD,layer3.1,True
LC,no,LC set layers failure
NAI,layer3.0,True
RA,no,RA set layers failure
GF,layer2.2,True
NAI,fc,True
LD,no,LD No suitable ops for
GF,embedding,True
LD,no,LD No suitable ops for
NAI,fc,True
NEB,no,no suitable layer
NEB,no,no suitable layer
LD,no,LD No suitable ops for
NAI,layer3.0,True
LA,no,LA Create illegal layer
GF,layer2.2,True
LS,no,no suitable layer
NEB,no,no suitable layer
LC,no,LC No suitable ops for
LS,no,no suitable layer
LD,no,LD No suitable ops for
NS,layer2.0,True
NS,layer2.0,True
LS,no,no suitable layer
RA,no,RA set layers failure
LD,no,LD No suitable ops for
LC,no,LC set layers failure
GF,layer2.2,True
AFRM,no,set layers failure
NEB,no,no suitable layer
LC,no,LC set layers failure
NEB,no,no suitable layer
LC,no,LC set layers failure
LA,no,LA set layers failure
LS,no,no suitable layer
AFRM,no,set layers failure
RA,no,RA set layers failure
NAI,layer3.0,True
LD,no,LD No suitable ops for
LC,no,LC set layers failure
RA,no,False
RA,no,RA set layers failure
AFRM,no,set layers failure
LA,no,LA set layers failure
GF,layer3.2,True
LC,no,LC set layers failure
NEB,no,no suitable layer
RA,no,RA set layers failure
LD,no,LD No suitable ops for
NS,layer3.0,True
NS,layer1.0,True
NEB,no,no suitable layer
LC,no,LC No suitable ops for
NS,layer3.0,True
LD,no,LD No suitable ops for
LS,no,no suitable layer
NAI,fc,True
NAI,layer3.0,True
NS,layer2.0,True
AFRM,no,AFRM No suitable ops for
RA,no,RA set layers failure
NEB,no,no suitable layer
